{'device_time_stamp': 184518991062, 'system_time_stamp': 184811028161, 'left_gaze_point_on_display_area': (0.06992484629154205, 0.220445454120636), 'left_gaze_point_in_user_coordinate_system': (-222.92068481445312, 250.1190185546875, 80.39411163330078), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.8046722412109375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-40.34259796142578, -9.556695938110352, 612.0042724609375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5885600447654724, 0.5234588980674744, 0.3701053857803345), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.045180901885032654, 0.1736157089471817), 'right_gaze_point_in_user_coordinate_system': (-235.99960327148438, 264.6565856933594, 85.6853256225586), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.826629638671875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (20.596778869628906, -6.1337385177612305, 611.8525390625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.45409494638442993, 0.5160036087036133, 0.3676978051662445), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523274479, 'system_time_stamp': 184815311590, 'left_gaze_point_on_display_area': (0.1660931557416916, 0.5007656812667847), 'left_gaze_point_in_user_coordinate_system': (-172.08885192871094, 163.09805297851562, 48.7210693359375), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.70458984375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.393482208251953, 1.9434540271759033, 613.72265625), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5444343090057373, 0.49815037846565247, 0.37198540568351746), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.11929862201213837, 0.472908616065979), 'right_gaze_point_in_user_coordinate_system': (-196.82310485839844, 171.74583435058594, 51.86857604980469), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.6992950439453125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.48057174682617, 2.746593713760376, 617.1106567382812), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4110426902770996, 0.4966462552547455, 0.3815078139305115), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523291146, 'system_time_stamp': 184815328258, 'left_gaze_point_on_display_area': (0.16140364110469818, 0.5128759145736694), 'left_gaze_point_in_user_coordinate_system': (-174.56759643554688, 159.338623046875, 47.35274124145508), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6930084228515625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.34351921081543, 1.7193686962127686, 613.9341430664062), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5443074703216553, 0.4986537992954254, 0.3724314868450165), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.114146389067173, 0.4688822627067566), 'right_gaze_point_in_user_coordinate_system': (-199.5464324951172, 172.99574279785156, 52.32352828979492), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.71124267578125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.560089111328125, 2.3336269855499268, 617.3857421875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4109148681163788, 0.4975644052028656, 0.3820967972278595), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523307814, 'system_time_stamp': 184815344927, 'left_gaze_point_on_display_area': (0.1666812151670456, 0.49682021141052246), 'left_gaze_point_in_user_coordinate_system': (-171.7780303955078, 164.3228759765625, 49.16683578491211), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6833648681640625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.196306228637695, 1.3324830532073975, 613.839111328125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5439923405647278, 0.49950283765792847, 0.37219834327697754), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12221779674291611, 0.48849165439605713), 'right_gaze_point_in_user_coordinate_system': (-195.28012084960938, 166.9083251953125, 50.10789489746094), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.72052001953125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.69202423095703, 1.7598023414611816, 617.3994140625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.41063031554222107, 0.49882301688194275, 0.3821200132369995), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523324480, 'system_time_stamp': 184815361594, 'left_gaze_point_on_display_area': (0.16437429189682007, 0.5103366374969482), 'left_gaze_point_in_user_coordinate_system': (-172.99737548828125, 160.1268768310547, 47.63969802856445), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6573944091796875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-19.966463088989258, 0.9011874198913574, 613.9581298828125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5434781312942505, 0.5004588961601257, 0.37242311239242554), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12086497247219086, 0.4796370267868042), 'right_gaze_point_in_user_coordinate_system': (-195.99517822265625, 169.65708923339844, 51.10836410522461), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.693328857421875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.921653747558594, 0.9924519062042236, 617.423095703125), 'right_gaze_origin_in_trackbox_coordinate_system': (0.41013455390930176, 0.5005064010620117, 0.382172167301178), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523341150, 'system_time_stamp': 184815378266, 'left_gaze_point_on_display_area': (0.1609838902950287, 0.5029138326644897), 'left_gaze_point_in_user_coordinate_system': (-174.78945922851562, 162.4311981201172, 48.47833251953125), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6612548828125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-19.613515853881836, 0.3345324695110321, 613.7083129882812), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5427232980728149, 0.5016987919807434, 0.3718337416648865), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12142076343297958, 0.48620498180389404), 'right_gaze_point_in_user_coordinate_system': (-195.70140075683594, 167.61817932128906, 50.36625289916992), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.6954803466796875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (41.25263214111328, 0.07069772481918335, 617.7072143554688), 'right_gaze_origin_in_trackbox_coordinate_system': (0.409461110830307, 0.5025379061698914, 0.38280001282691956), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523357816, 'system_time_stamp': 184815394933, 'left_gaze_point_on_display_area': (0.16563546657562256, 0.5068616271018982), 'left_gaze_point_in_user_coordinate_system': (-172.33078002929688, 161.2056427001953, 48.03227996826172), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6643829345703125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-19.184261322021484, -0.29059094190597534, 613.578125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5417906045913696, 0.5030731558799744, 0.371498703956604), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12095331400632858, 0.4814140796661377), 'right_gaze_point_in_user_coordinate_system': (-195.94847106933594, 169.10545349121094, 50.90755081176758), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.6904296875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (41.65430450439453, -0.9866318702697754, 617.6116943359375), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4085709750652313, 0.5048519372940063, 0.38261374831199646), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523374483, 'system_time_stamp': 184815411601, 'left_gaze_point_on_display_area': (0.16455939412117004, 0.5233109593391418), 'left_gaze_point_in_user_coordinate_system': (-172.89955139160156, 156.0991973876953, 46.173736572265625), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6296234130859375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-18.65093994140625, -0.949627161026001, 613.0577392578125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5406580567359924, 0.5045097470283508, 0.3703097105026245), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12285029143095016, 0.5025883316993713), 'right_gaze_point_in_user_coordinate_system': (-194.94578552246094, 162.53225708007812, 48.51511001586914), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.675506591796875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (42.14606475830078, -2.123892068862915, 617.3649291992188), 'right_gaze_origin_in_trackbox_coordinate_system': (0.40745845437049866, 0.5073376297950745, 0.382114440202713), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523391149, 'system_time_stamp': 184815428268, 'left_gaze_point_on_display_area': (0.16991618275642395, 0.5284780859947205), 'left_gaze_point_in_user_coordinate_system': (-170.06809997558594, 154.4951629638672, 45.58985900878906), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.643402099609375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-18.041034698486328, -1.7681914567947388, 612.6351318359375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5393475890159607, 0.5063043236732483, 0.36932599544525146), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12292718887329102, 0.489883691072464), 'right_gaze_point_in_user_coordinate_system': (-194.9051513671875, 166.4761962890625, 49.9505615234375), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.6576385498046875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (42.70341491699219, -3.427657127380371, 617.18310546875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.40621325373649597, 0.5101922154426575, 0.38176706433296204), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523407824, 'system_time_stamp': 184815444945, 'left_gaze_point_on_display_area': (0.1660040318965912, 0.5223961472511292), 'left_gaze_point_in_user_coordinate_system': (-172.13597106933594, 156.38320922851562, 46.27707290649414), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.60699462890625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-17.36993408203125, -2.6876633167266846, 611.955810546875), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5379185080528259, 0.5083171129226685, 0.367781400680542), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12365896254777908, 0.5142909288406372), 'right_gaze_point_in_user_coordinate_system': (-194.5183563232422, 158.8993377685547, 47.1928596496582), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.67724609375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (43.31897735595703, -4.797154426574707, 616.77001953125), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4047999083995819, 0.5131881833076477, 0.38093262910842896), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523424491, 'system_time_stamp': 184815461613, 'left_gaze_point_on_display_area': (0.17259740829467773, 0.5333209037780762), 'left_gaze_point_in_user_coordinate_system': (-168.65089416503906, 152.9917755126953, 45.04268264770508), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6260986328125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-16.65256118774414, -3.7301025390625, 611.1655883789062), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5363912582397461, 0.5106039047241211, 0.36599454283714294), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12385065108537674, 0.49187591671943665), 'right_gaze_point_in_user_coordinate_system': (-194.4170379638672, 165.8577423095703, 49.72553634643555), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.6497039794921875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (43.97022247314453, -6.286729335784912, 616.4248046875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4033187925815582, 0.5164529085159302, 0.3802569806575775), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523441155, 'system_time_stamp': 184815478279, 'left_gaze_point_on_display_area': (0.17056919634342194, 0.553520679473877), 'left_gaze_point_in_user_coordinate_system': (-169.7229461669922, 146.7210693359375, 42.760345458984375), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.60919189453125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-15.901342391967773, -4.856451511383057, 610.2642822265625), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5347919464111328, 0.5130802392959595, 0.363968163728714), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.11570221930742264, 0.48745468258857727), 'right_gaze_point_in_user_coordinate_system': (-198.72406005859375, 167.23023986816406, 50.225032806396484), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.6227874755859375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (44.652889251708984, -7.821255207061768, 615.8839111328125), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4017318785190582, 0.5198182463645935, 0.379170686006546), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523457822, 'system_time_stamp': 184815494948, 'left_gaze_point_on_display_area': (0.2371438443660736, 0.5391933917999268), 'left_gaze_point_in_user_coordinate_system': (-134.5334930419922, 151.1687774658203, 44.379150390625), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.5626983642578125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-14.939984321594238, -6.074402809143066, 609.39501953125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5327194929122925, 0.5157679319381714, 0.3620050847530365), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.20366980135440826, 0.42310068011283875), 'right_gaze_point_in_user_coordinate_system': (-152.22689819335938, 187.2079315185547, 57.4963493347168), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.5276031494140625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (45.5873908996582, -9.412718772888184, 615.391845703125), 'right_gaze_origin_in_trackbox_coordinate_system': (0.39959919452667236, 0.5233154892921448, 0.3782398998737335), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523474493, 'system_time_stamp': 184815511620, 'left_gaze_point_on_display_area': (0.2459893673658371, 0.5305421948432922), 'left_gaze_point_in_user_coordinate_system': (-129.85801696777344, 153.85443115234375, 45.35664367675781), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.5792236328125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-14.21821403503418, -7.424826145172119, 608.4210205078125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5311787724494934, 0.5187559723854065, 0.3598330318927765), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.19778455793857574, 0.41224905848503113), 'right_gaze_point_in_user_coordinate_system': (-155.3376922607422, 190.57662963867188, 58.72246551513672), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.5509033203125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (46.226234436035156, -11.081750869750977, 614.8534545898438), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3981028199195862, 0.5269886255264282, 0.37717312574386597), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523491159, 'system_time_stamp': 184815528287, 'left_gaze_point_on_display_area': (0.2369198352098465, 0.5243661999702454), 'left_gaze_point_in_user_coordinate_system': (-134.65187072753906, 155.77163696289062, 46.05447769165039), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.5252227783203125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-13.571576118469238, -8.756118774414062, 607.5274658203125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5297949314117432, 0.5217110514640808, 0.357847660779953), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.19204437732696533, 0.40646424889564514), 'right_gaze_point_in_user_coordinate_system': (-158.3717803955078, 192.3724365234375, 59.3760871887207), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.592132568359375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (46.7962532043457, -12.718996047973633, 614.43994140625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.39677828550338745, 0.5305970907211304, 0.3763768672943115), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523507826, 'system_time_stamp': 184815544955, 'left_gaze_point_on_display_area': (0.24202480912208557, 0.5263058543205261), 'left_gaze_point_in_user_coordinate_system': (-131.95355224609375, 155.1695098876953, 45.835269927978516), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.5386962890625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-12.991731643676758, -9.934329986572266, 606.71484375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5285506844520569, 0.5243334770202637, 0.35604923963546753), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.18203489482402802, 0.4241876006126404), 'right_gaze_point_in_user_coordinate_system': (-163.6625213623047, 186.87051391601562, 57.373504638671875), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.611541748046875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (47.319854736328125, -14.135470390319824, 613.9067993164062), 'right_gaze_origin_in_trackbox_coordinate_system': (0.39553019404411316, 0.5337252616882324, 0.3753213584423065), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184523524491, 'system_time_stamp': 184815561622, 'left_gaze_point_on_display_area': (0.2415018379688263, 0.5146035552024841), 'left_gaze_point_in_user_coordinate_system': (-132.22998046875, 158.80230712890625, 47.157554626464844), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.50030517578125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-12.503398895263672, -10.789007186889648, 606.2545776367188), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5274879336357117, 0.5262401103973389, 0.3550262451171875), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.17526745796203613, 0.34858474135398865), 'right_gaze_point_in_user_coordinate_system': (-167.2395782470703, 210.3402099609375, 65.9157943725586), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.702362060546875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (47.78091049194336, -15.157636642456055, 613.7523803710938), 'right_gaze_origin_in_trackbox_coordinate_system': (0.39448991417884827, 0.5359823703765869, 0.37507787346839905), 'right_gaze_origin_validity': 1}
